Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCK18,OUT017,2938.4685
FDB52,OUT019,984.09344
DRG25,OUT027,5303.9434
FDZ13,OUT049,911.86475
FDB57,OUT019,755.0155
FDR40,OUT046,1322.4973
NCO14,OUT019,1.8545096
NCN19,OUT045,3107.8062
FDQ28,OUT019,343.2801
FDO13,OUT018,2271.3276
FDK48,OUT013,1272.2255
FDU07,OUT018,2102.8252
FDW20,OUT046,1784.9745
FDV12,OUT010,226.13097
FDH24,OUT013,2531.6045
FDV59,OUT049,3407.0327
FDK57,OUT045,2036.1366
FDL16,OUT027,1399.3041
NCQ17,OUT046,2431.127
FDJ15,OUT018,2869.677
FDX24,OUT049,1502.3212
FDT47,OUT046,1623.2177
FDT10,OUT049,987.8296
FDZ37,OUT018,1193.3329
FDW43,OUT027,6058.0215
DRN36,OUT017,1584.5619
FDJ14,OUT045,1290.8568
FDA32,OUT013,3664.2324
FDJ38,OUT019,517.05035
FDQ57,OUT017,2552.0469
NCQ41,OUT019,379.72858
FDG56,OUT049,967.7857
DRC13,OUT027,3059.5894
FDV55,OUT035,2438.5894
FDQ49,OUT045,2232.6758
FDE29,OUT010,153.05772
FDR03,OUT013,3321.0347
FDD45,OUT049,1502.3212
FDN38,OUT010,589.19476
FDT56,OUT046,902.84393
FDT48,OUT045,3358.402
FDU03,OUT049,3097.7163
FDC56,OUT010,311.65735
NCO43,OUT027,2565.047
FDQ27,OUT017,2013.7213
FDR03,OUT046,3278.963
DRH23,OUT010,133.09682
FDG22,OUT045,625.7544
NCJ42,OUT013,1611.2719
FDR24,OUT046,1307.5452
FDW60,OUT035,2799.376
FDJ08,OUT013,3167.8777
DRL59,OUT018,715.64075
FDG60,OUT010,331.70148
FDW27,OUT017,2448.7256
FDX14,OUT018,1127.8472
FDC20,OUT013,878.6961
NCS29,OUT018,3874.815
FDJ56,OUT046,1645.5438
FDB20,OUT019,368.64798
FDL28,OUT027,5966.8037
FDW01,OUT018,2140.391
FDL03,OUT046,3136.5962
FDX22,OUT049,3508.05
FDJ21,OUT035,2483.7625
FDR31,OUT045,2413.2048
FDG21,OUT035,2420.5679
FDS22,OUT027,1262.3743
FDK08,OUT035,1628.1346
FDE17,OUT018,2105.4207
NCN30,OUT017,1694.8253
FDT50,OUT046,1550.7834
NCX42,OUT049,2584.5623
FDJ12,OUT035,3516.0312
NCA18,OUT027,2871.4836
FDP23,OUT019,610.8959
FDX12,OUT013,3797.7961
FDN40,OUT018,2060.6672
FDV48,OUT035,1332.0193
NCY54,OUT013,2896.5554
FDL16,OUT010,60.588833
FDR45,OUT018,3308.8552
FDJ52,OUT046,2585.9822
DRG01,OUT017,1329.6222
FDP52,OUT013,3754.5388
FDU58,OUT017,3154.2122
FDL02,OUT045,1586.2189
FDG28,OUT013,3871.9233
FDA19,OUT035,2167.918
FDW46,OUT027,2038.6174
NCD43,OUT049,1696.0701
DRG39,OUT013,865.7543
NCF55,OUT049,643.7529
FDJ07,OUT046,1849.3866
FDE08,OUT046,2381.5786
FDP56,OUT019,120.53216
FDT45,OUT045,864.5482
FDF17,OUT018,3124.798
FDX44,OUT046,1128.6233
FDM28,OUT027,4751.9
FDI36,OUT049,3197.7493
FDS07,OUT045,1853.3123
FDD36,OUT045,1861.1987
FDW11,OUT046,954.8975
FDN40,OUT049,2323.6953
NCQ18,OUT049,1625.3275
NCQ54,OUT017,2933.5881
NCS42,OUT045,1461.1626
DRH39,OUT010,212.17029
FDC09,OUT027,2706.078
FDT08,OUT010,377.44656
FDC08,OUT035,3629.445
FDT20,OUT017,709.1278
FDS35,OUT035,1028.77
FDX58,OUT018,2858.9722
FDW58,OUT046,1323.9667
DRD27,OUT046,1393.5829
FDH32,OUT019,369.73416
FDS26,OUT035,4755.064
FDQ31,OUT046,1318.3923
FDP11,OUT018,3156.1978
FDD58,OUT017,1619.1259
FDM33,OUT045,3521.2314
FDZ16,OUT049,3231.568
NCS29,OUT010,1424.9409
NCM18,OUT019,181.41606
FDP11,OUT049,3723.9827
NCC42,OUT017,2134.4429
DRM23,OUT046,2802.7556
NCN55,OUT027,5896.371
FDK46,OUT013,4485.1123
FDR01,OUT046,3077.0164
NCA05,OUT045,2367.4268
NCP43,OUT017,2839.293
FDR12,OUT010,431.79843
FDQ01,OUT013,3957.0056
FDM13,OUT046,2010.9244
FDQ19,OUT017,4222.947
FDK56,OUT019,488.89676
NCX06,OUT010,692.1773
FDO56,OUT027,2871.4836
FDU45,OUT045,1853.6886
FDI16,OUT019,168.80296
FDL32,OUT046,1862.1698
FDA07,OUT046,2087.3176
FDA14,OUT045,2402.4866
FDV46,OUT027,3059.2715
NCO07,OUT035,3555.2498
NCP41,OUT046,1660.741
FDY60,OUT018,1844.1952
FDN38,OUT017,3861.6726
FDO15,OUT046,1116.8176
FDT60,OUT013,2249.3005
FDA55,OUT035,3713.6252
FDE02,OUT010,216.75954
DRJ39,OUT049,3770.9097
FDV34,OUT035,1280.5638
FDS20,OUT027,5264.426
FDF02,OUT027,2710.832
FDW40,OUT017,2139.4255
NCB43,OUT046,3007.121
FDR58,OUT017,1532.534
DRJ59,OUT035,776.31244
NCD30,OUT017,1675.0492
FDE14,OUT017,1638.463
FDC28,OUT018,1406.8031
FDU16,OUT018,1145.472
NCD19,OUT035,1043.0774
FDU21,OUT046,525.38275
FDV59,OUT027,5798.02
FDU03,OUT045,2848.7896
FDC33,OUT010,612.67725
NCR42,OUT035,689.0797
DRH59,OUT035,1170.3004
NCM31,OUT035,2200.3093
FDS50,OUT035,3713.6252
FDP39,OUT046,894.98694
FDQ55,OUT013,1896.7213
FDV36,OUT019,287.235
FDI05,OUT027,2266.9465
FDS45,OUT027,2758.7334
FDA39,OUT045,597.3853
FDC37,OUT010,238.91814
FDJ60,OUT027,4341.939
DRQ35,OUT046,2206.281
NCJ06,OUT046,1975.1172
NCY42,OUT018,2147.6113
DRM37,OUT049,3226.129
FDR14,OUT045,808.65515
FDE51,OUT049,611.67993
FDT33,OUT017,2825.139
FDR08,OUT013,1860.5493
FDE36,OUT010,455.5666
FDL22,OUT019,352.52213
FDR44,OUT013,2090.1816
FDI56,OUT019,391.37665
FDE47,OUT010,312.98227
FDV27,OUT010,293.47238
FDV10,OUT049,696.89056
FDC40,OUT045,1271.506
NCX41,OUT013,3374.3757
NCQ38,OUT027,2700.806
FDV12,OUT027,2659.9856
FDE52,OUT017,1410.132
FDG20,OUT027,4551.522
FDV16,OUT027,1134.8439
FDI32,OUT017,1906.0836
FDJ32,OUT049,1021.401
FDN39,OUT018,2464.0603
FDY34,OUT017,2951.093
FDC14,OUT035,726.4457
FDA55,OUT017,3713.6252
FDZ50,OUT010,484.932
DRG13,OUT049,2668.8748
FDP01,OUT013,2327.4065
NCG54,OUT017,2872.8018
FDM13,OUT045,2002.0669
NCO18,OUT027,4799.3423
NCW41,OUT013,2442.2002
FDM52,OUT027,3905.7522
NCF55,OUT035,754.96747
FDT09,OUT046,2095.982
NCM19,OUT035,1847.9899
FDW12,OUT018,2165.1514
FDP15,OUT019,811.8867
FDK36,OUT045,724.4479
FDZ25,OUT035,2970.401
NCW06,OUT049,3167.2202
FDW60,OUT046,2782.401
DRC49,OUT013,2413.5833
NCT17,OUT035,3478.7358
NCN06,OUT018,2456.1907
FDC45,OUT013,2832.4783
DRJ47,OUT019,356.86234
NCF06,OUT045,3617.797
FDE21,OUT010,252.88641
DRG27,OUT013,678.57416
FDW40,OUT049,2173.3762
NCO53,OUT046,3227.2517
FDE23,OUT049,653.1795
FDQ16,OUT046,1655.9801
FDS26,OUT045,4247.853
FDZ13,OUT010,51.9557
FDS14,OUT049,2489.4304
FDC10,OUT045,1876.5868
FDY16,OUT049,2925.0151
FDJ20,OUT035,2080.544
FDV43,OUT035,604.4278
FDZ32,OUT027,2659.8892
FDR23,OUT046,2822.5742
FDN24,OUT035,913.8767
FDE34,OUT027,5275.9746
FDU31,OUT013,3691.3877
FDW33,OUT018,1532.1748
FDU26,OUT046,1668.2906
FDE20,OUT027,4425.16
NCW05,OUT035,1645.3041
FDB22,OUT018,2169.4807
FDO56,OUT046,1855.9662
FDA19,OUT027,3096.9578
DRI39,OUT045,877.0622
FDH52,OUT018,746.2647
FDZ50,OUT035,3216.276
NCN42,OUT035,2519.7368
FDB53,OUT013,2508.3977
DRG11,OUT017,1707.8992
DRK11,OUT027,3873.0305
FDQ60,OUT017,2120.3184
FDT36,OUT017,654.7351
DRG25,OUT018,2910.1826
DRJ23,OUT046,3238.765
FDG05,OUT035,2592.5007
NCK06,OUT018,1819.3545
FDU52,OUT017,2488.0369
FDW07,OUT018,1222.7433
NCM17,OUT045,643.2571
FDA22,OUT045,2742.0469
NCA41,OUT018,2974.467
FDF38,OUT035,777.2972
FDH52,OUT046,943.50165
FDY58,OUT019,608.48334
FDZ16,OUT045,3131.528
NCM18,OUT017,1017.63904
FDA22,OUT018,2506.7305
NCJ43,OUT035,2844.3035
FDI34,OUT027,6025.6367
FDG56,OUT046,962.6497
FDS34,OUT046,1691.6895
DRC01,OUT035,868.19714
FDQ04,OUT035,694.189
FDK04,OUT035,927.3422
FDT51,OUT049,1759.2207
FDV26,OUT017,3114.2068
FDS04,OUT049,2158.1414
FDW43,OUT018,3301.4165
FDQ28,OUT010,377.44656
NCK06,OUT017,2140.7087
FDS23,OUT018,1943.2162
FDZ36,OUT019,358.3871
FDE56,OUT018,816.4891
FDW10,OUT027,3277.495
NCN14,OUT045,2998.2637
NCQ18,OUT045,1566.6523
FDW08,OUT017,1809.4657
FDU43,OUT035,3828.768
FDR33,OUT010,271.90735
FDM24,OUT010,364.5025
NCZ05,OUT046,1644.5884
NCV41,OUT035,2024.6825
FDV11,OUT018,2560.9788
NCY05,OUT035,671.275
FDV44,OUT018,2866.3123
FDW32,OUT049,1361.8439
NCU18,OUT027,3070.487
NCC43,OUT035,4405.3657
FDW19,OUT013,1816.8805
FDN31,OUT035,3156.0457
FDI48,OUT045,706.98517
FDS24,OUT017,1179.9701
FDF46,OUT049,1895.4464
DRG23,OUT017,2468.73
FDG14,OUT018,2142.788
NCY30,OUT049,2859.4346
FDO28,OUT018,1703.7161
DRD24,OUT035,2146.9988
FDI33,OUT049,1392.019
FDN32,OUT046,3082.6738
FDR16,OUT045,3169.6965
FDF26,OUT046,2434.144
NCN29,OUT018,622.65436
FDE20,OUT045,2753.0054
FDA46,OUT046,3140.3855
FDU28,OUT045,2998.2637
FDQ48,OUT045,1544.758
FDV36,OUT013,1920.0677
FDR14,OUT018,705.6828
FDP23,OUT017,3702.5723
FDP56,OUT013,758.803
FDK48,OUT010,241.4863
FDR48,OUT046,2390.6213
NCY29,OUT049,950.0959
FDM22,OUT018,767.4421
DRJ01,OUT013,2446.6338
FDZ43,OUT045,3890.7947
FDV03,OUT035,2501.8687
FDX11,OUT027,5251.307
NCA41,OUT027,5321.5474
FDE38,OUT017,2771.6194
FDI27,OUT018,579.17804
FDN32,OUT013,3145.8352
NCN43,OUT017,2244.7065
FDB47,OUT027,5575.7144
FDV03,OUT017,2501.8687
NCN30,OUT045,1580.4403
NCV54,OUT010,287.4983
FDV07,OUT013,1738.5377
FDP07,OUT049,3155.6309
FDK48,OUT018,953.0058
FDM15,OUT019,353.79364
FDY19,OUT027,2881.4854
FDK46,OUT046,4294.692
FDY11,OUT045,941.90247
FDH09,OUT046,839.4619
FDO08,OUT027,4202.3765
FDU14,OUT013,4240.381
FDD22,OUT027,2900.0596
FDM27,OUT017,2547.8562
FDL02,OUT027,2653.7266
NCA17,OUT035,2260.6074
FDE38,OUT019,381.83588
NCG07,OUT049,3208.8364
DRC27,OUT013,3940.6292
FDA27,OUT035,3609.6526
FDW40,OUT045,2073.3362
DRI11,OUT013,1874.2784
FDN50,OUT046,1563.4546
FDR12,OUT046,2804.3782
FDT34,OUT027,2709.3984
FDW11,OUT035,1011.9084
NCO30,OUT027,5116.8174
FDZ34,OUT017,3177.16
FDU45,OUT017,1929.8265
NCD42,OUT035,781.5386
FDX25,OUT045,2953.4907
NCR29,OUT046,923.8054
FDX43,OUT019,231.39339
FDB04,OUT010,226.91217
FDR49,OUT027,1441.7042
FDS39,OUT018,1813.6993
FDW58,OUT045,1315.109
FDG22,OUT019,33.407246
FDG31,OUT017,1027.316
NCV53,OUT027,6044.8364
DRJ37,OUT035,2483.3762
FDV07,OUT035,1798.1824
FDW52,OUT018,2328.7415
FDT15,OUT045,2943.4934
FDD02,OUT018,1646.881
FDM16,OUT035,1147.862
NCE55,OUT046,2770.4429
FDB57,OUT018,3304.5203
FDQ04,OUT013,673.10254
FDQ47,OUT019,33.82801
FDY14,OUT019,824.6723
DRK37,OUT017,3345.0764
FDO25,OUT017,3236.4116
FDL57,OUT046,4286.509
NCK29,OUT018,1870.32
FDK46,OUT027,5978.8896
NCB43,OUT010,407.47366
DRE01,OUT027,5851.9575
FDC46,OUT018,3178.0288
FDQ23,OUT045,1649.0027
FDX38,OUT049,806.20447
FDG60,OUT018,3088.6975
FDW55,OUT017,4203.1255
FDP39,OUT013,750.4828
FDB20,OUT018,1153.5702
FDV21,OUT017,2103.1064
FDZ02,OUT013,1532.1716
FDP19,OUT027,3062.744
FDA38,OUT035,3908.8638
FDH22,OUT045,2084.0544
DRM11,OUT045,4271.317
FDO12,OUT027,5021.04
FDT14,OUT049,2132.8223
FDW34,OUT010,609.9114
FDG04,OUT027,5001.2124
FDW59,OUT018,1208.7006
FDR33,OUT018,1460.127
FDP32,OUT013,2111.4822
FDL13,OUT027,5867.8667
FDD22,OUT013,1931.712
FDV40,OUT027,1779.4131
NCD55,OUT046,675.2681
FDQ20,OUT010,0.0
FDD28,OUT045,865.7767
FDC39,OUT045,3329.2593
NCR17,OUT049,1925.848
DRO35,OUT018,1620.7286
FDF40,OUT049,4144.5903
FDR31,OUT018,2139.0276
NCQ41,OUT017,3307.4854
FDP38,OUT046,774.0288
NCU54,OUT027,5534.4634
FDG22,OUT018,471.65256
DRK59,OUT013,3841.0156
FDC37,OUT046,1625.0587
NCO42,OUT013,2387.3215
NCT42,OUT017,2369.0432
FDX27,OUT035,1336.014
FDV40,OUT018,957.63525
FDT45,OUT027,1730.0438
FDS47,OUT019,376.85168
FDR45,OUT035,4194.6465
FDB03,OUT045,3625.0752
FDO49,OUT035,902.08295
FDU60,OUT027,4341.939
FDB26,OUT018,687.4
FDB46,OUT017,3392.6475
FDQ37,OUT019,678.9872
FDN03,OUT017,4203.748
NCX30,OUT045,4064.7788
FDK32,OUT019,343.2801
DRM47,OUT013,3197.1204
NCO02,OUT046,1080.5361
FDP04,OUT013,989.81696
NCO43,OUT049,1643.6964
FDD59,OUT013,1260.7914
FDQ10,OUT017,2903.7852
FDW45,OUT035,2453.997
NCK30,OUT049,4334.2803
FDU31,OUT018,3118.0173
NCQ17,OUT019,354.49536
FDN01,OUT017,2822.6921
FDZ19,OUT049,2861.0405
DRG37,OUT017,2578.6184
FDE32,OUT045,579.47546
FDO34,OUT049,2976.5608
FDM04,OUT019,27.753656
FDZ25,OUT049,2843.529
FDU08,OUT049,1613.9834
NCW30,OUT045,3876.303
NCM18,OUT013,1025.2681
FDS22,OUT035,801.7964
NCH18,OUT017,3800.2927
FDC23,OUT013,2886.233
FDY46,OUT013,3090.5752
NCU06,OUT046,3892.4124
FDX57,OUT045,1561.8906
FDX36,OUT027,5860.8823
FDL16,OUT045,744.9831
FDT16,OUT010,1166.768
FDN16,OUT018,1410.7559
FDC03,OUT046,3155.0486
DRF60,OUT013,4015.7273
FDS27,OUT027,5277.881
FDP33,OUT010,602.7963
FDJ36,OUT018,1484.7594
NCR42,OUT013,600.7199
FDV14,OUT017,1340.3533
NCP42,OUT035,3352.9133
FDB50,OUT027,2270.8994
NCC30,OUT027,4568.628
FDA23,OUT018,1409.314
FDW16,OUT017,1505.7235
FDQ52,OUT010,615.7325
FDB58,OUT049,2185.376
NCP29,OUT049,1035.2894
NCM05,OUT045,4664.1167
FDO25,OUT013,3206.275
NCM54,OUT046,2093.4985
NCL54,OUT046,2844.0674
FDL39,OUT010,458.83942
FDF53,OUT018,2664.7646
NCQ42,OUT035,2097.9734
FDF58,OUT013,981.0832
FDZ04,OUT035,1024.6538
FDE26,OUT019,360.2985
FDS60,OUT017,2624.6616
FDV58,OUT017,2629.7185
FDM04,OUT045,721.07324
FDE08,OUT035,2438.5894
NCB43,OUT049,3093.0754
FDU11,OUT010,180.08131
FDF22,OUT019,568.1952
FDE24,OUT013,2152.2153
DRJ49,OUT046,2069.4104
NCQ53,OUT035,4384.8237
NCL41,OUT013,616.01587
FDR22,OUT013,1763.7883
FDH04,OUT035,1572.9481
DRH15,OUT045,640.57556
FDY40,OUT049,809.7328
NCI17,OUT035,1621.2057
NCC18,OUT013,2485.5132
FDY28,OUT027,5581.792
FDB45,OUT027,2644.8896
NCL30,OUT018,1779.1908
FDM10,OUT017,3248.6018
FDH22,OUT027,3102.7769
NCZ53,OUT017,3295.9197
NCI18,OUT013,3711.264
FDH14,OUT027,3075.5645
FDR36,OUT027,1274.5024
FDW01,OUT045,2414.5684
FDK02,OUT027,2901.5015
FDJ02,OUT018,2175.1677
FDU55,OUT013,4901.8193
NCV18,OUT027,2360.7212
FDH14,OUT018,1806.4789
FDZ37,OUT045,1326.0372
FDX49,OUT049,3773.6648
NCD43,OUT046,1663.1381
FDZ07,OUT013,1025.2681
FDK43,OUT035,2232.1677
FDR32,OUT018,3207.4346
FDT39,OUT013,2348.3625
NCV54,OUT017,2068.791
FDF38,OUT018,462.63528
FDV60,OUT046,2953.241
FDH44,OUT027,3841.6423
FDS21,OUT046,932.0468
NCL41,OUT045,629.2119
FDM46,OUT017,1533.3309
FDU27,OUT045,760.45996
NCJ54,OUT017,3688.6965
DRG51,OUT018,2359.2073
NCA29,OUT019,434.9241
FDR47,OUT045,3055.5908
NCL19,OUT027,3082.0325
DRG01,OUT049,1226.2865
FDG10,OUT046,882.3087
NCV05,OUT049,2472.5522
NCH18,OUT019,574.9695
FDV14,OUT018,1145.472
DRJ23,OUT035,3335.5242
DRJ11,OUT046,3148.6267
FDZ03,OUT017,3216.276
FDI27,OUT010,0.0
FDJ14,OUT018,1147.198
FDU32,OUT017,2236.0066
FDD47,OUT027,4589.2583
DRF36,OUT035,3300.716
FDM21,OUT046,4226.18
FDV10,OUT018,505.2361
FDH60,OUT018,2944.7048
FDX47,OUT010,383.40344
FDT19,OUT019,456.86612
FDO11,OUT045,3835.3774
FDH24,OUT027,4154.401
FDL02,OUT018,1491.1465
FDB02,OUT049,2873.786
FDA43,OUT046,3099.035
FDG52,OUT045,740.2213
DRC12,OUT013,3093.809
FDY37,OUT018,1841.2554
NCU18,OUT045,2068.5747
FDU09,OUT035,971.6443
DRJ25,OUT027,1439.3073
DRE12,OUT018,1485.3994
DRL47,OUT017,2097.9734
DRK01,OUT046,1561.0262
FDC22,OUT019,497.21817
FDG44,OUT013,863.46466
FDW04,OUT035,2123.0469
FDK09,OUT049,3824.494
NCN43,OUT035,2244.7065
FDG04,OUT049,3184.0317
FDH32,OUT010,218.16856
DRI47,OUT017,2578.6184
DRE15,OUT013,1200.9902
FDY11,OUT035,1169.8817
FDO60,OUT049,607.371
FDQ20,OUT018,437.78104
FDO57,OUT027,4125.374
FDT14,OUT019,401.56586
FDA57,OUT049,644.11084
DRN35,OUT017,688.86774
FDJ03,OUT046,766.00305
FDX28,OUT017,1694.1061
DRE25,OUT045,1458.7655
FDR09,OUT046,4063.4917
FDB23,OUT035,3733.6995
FDO08,OUT045,2528.6543
FDQ23,OUT049,1690.7922
FDW04,OUT013,2065.8784
DRK13,OUT010,490.07693
NCL17,OUT027,3074.201
FDY21,OUT035,3288.6626
FDJ38,OUT027,5180.9175
FDA37,OUT019,328.39468
FDV43,OUT013,559.5268
FDL36,OUT046,1445.3524
FDD53,OUT045,625.66437
FDZ19,OUT010,369.08908
FDV21,OUT045,2047.852
NCL54,OUT018,2588.3564
DRI47,OUT027,3916.849
DRG03,OUT049,2478.7122
FDG21,OUT013,2500.949
FDW03,OUT018,1345.1819
NCI55,OUT046,2073.221
DRC36,OUT019,412.306
FDH22,OUT017,2143.1394
FDV20,OUT045,2016.6975
NCU41,OUT027,5180.2476
FDN46,OUT027,2721.5503
FDK50,OUT045,2597.2717
NCA05,OUT027,3841.6423
DRH01,OUT018,2647.3591
FDT08,OUT018,2128.3093
FDM08,OUT018,3154.7559
FDZ07,OUT035,1017.63904
FDS22,OUT017,908.60114
FDV35,OUT027,3846.3965
FDI28,OUT010,230.76762
FDW58,OUT027,1706.712
FDT52,OUT045,3773.4312
FDY34,OUT046,2629.9397
FDR10,OUT046,2612.4348
FDK57,OUT017,2150.7979
FDR02,OUT027,2717.1748
FDX49,OUT046,3719.1328
FDQ20,OUT046,637.6967
DRK23,OUT045,3723.7363
NCW06,OUT046,3141.4683
FDR31,OUT017,2479.073
NCE43,OUT013,2832.4783
DRO59,OUT027,2209.0872
FDN09,OUT049,4007.793
FDR11,OUT046,2582.7788
FDO57,OUT013,2528.9849
NCX18,OUT017,3315.1885
FDB05,OUT018,3421.1304
FDQ08,OUT018,848.2545
NCG43,OUT035,1484.8804
FDJ56,OUT013,1771.2457
FDA13,OUT010,4.8340154
FDO56,OUT017,1912.9772
FDB37,OUT018,2950.2188
FDZ02,OUT018,1355.3278
FDQ24,OUT046,3894.6448
FDM16,OUT013,1088.2174
FDU35,OUT049,1662.7936
FDT35,OUT035,2749.9124
NCX30,OUT049,4176.1685
FDG04,OUT017,3265.3882
FDI12,OUT035,1380.4824
FDE35,OUT035,1029.5433
NCP14,OUT027,2720.672
NCY53,OUT045,1730.2448
FDP49,OUT017,920.89594
FDQ04,OUT017,694.189
FDM39,OUT035,2912.9841
FDO58,OUT019,272.95886
FDC56,OUT017,1975.351
NCQ54,OUT046,2932.4604
FDV10,OUT027,1268.6831
NCK17,OUT046,631.1003
NCF55,OUT027,1129.2893
FDV33,OUT013,3843.435
NCH29,OUT019,356.5306
FDA37,OUT027,3066.931
FDH46,OUT018,1448.1818
FDS25,OUT035,1856.6868
FDH04,OUT027,2239.9487
FDX52,OUT046,3353.087
NCD42,OUT017,781.5386
FDW47,OUT017,2134.4429
FDL25,OUT027,2428.0232
NCJ06,OUT010,281.24576
FDY09,OUT013,2891.4111
FDS40,OUT046,649.7382
FDH41,OUT017,3383.2576
FDG38,OUT035,1386.8334
FDU03,OUT027,5036.5264
FDV20,OUT046,2025.555
DRB13,OUT045,2912.9236
NCQ30,OUT013,2031.7051
NCH06,OUT013,3618.5588
FDU50,OUT018,1528.4331
NCO42,OUT019,301.9547
FDW09,OUT018,1177.619
FDH04,OUT013,1263.592
FDC21,OUT045,1444.2163
FDL21,OUT049,674.21277
FDM46,OUT010,243.68675
FDT22,OUT019,253.65472
FDB28,OUT035,3157.7153
FDI12,OUT018,1240.3468
FDA28,OUT045,2068.5747
FDF59,OUT013,2077.2744
FDM45,OUT027,3094.4556
FDQ56,OUT017,1388.8038
FDR46,OUT049,2507.288
FDT01,OUT013,3483.73
FDD16,OUT027,1998.7736
NCU30,OUT010,221.59677
FDM40,OUT010,342.80396
FDI56,OUT035,1533.3309
NCS30,OUT013,2103.88
FDU08,OUT017,1712.7219
FDX51,OUT027,5333.4165
FDA43,OUT045,3090.1775
FDX59,OUT010,3.3922668
FDC37,OUT018,1403.8927
FDP58,OUT013,3497.2158
NCY42,OUT035,2225.1394
FDF21,OUT018,2851.246
FDU10,OUT027,1119.4999
DRL47,OUT018,1793.9211
FDA58,OUT018,3438.375
FDJ22,OUT049,3127.055
FDK50,OUT046,2606.1292
FDO38,OUT035,1349.4562
DRF60,OUT035,3865.7168
NCZ42,OUT019,830.1294
FDD35,OUT049,1956.7681
FDL25,OUT045,1397.0203
FDJ16,OUT013,932.38025
DRK59,OUT049,3792.343
FDI50,OUT046,3911.4104
NCB19,OUT045,1329.7186
DRI37,OUT035,972.9187
FDA14,OUT027,3881.9304
FDC08,OUT018,3486.5164
FDS45,OUT046,1733.0082
FDI21,OUT049,991.04285
DRJ47,OUT035,2801.7886
DRE37,OUT027,5273.577
FDT55,OUT018,2279.9612
NCG42,OUT027,3072.0425
FDA31,OUT049,2904.6565
NCW42,OUT046,3448.675
FDF50,OUT017,3142.227
FDK56,OUT049,3222.7817
FDX10,OUT035,687.72437
NCK07,OUT027,4242.882
FDZ49,OUT017,3586.4382
FDR33,OUT013,1665.496
FDO44,OUT018,1584.7653
FDA20,OUT046,3152.1865
NCL30,OUT045,2045.8137
FDI05,OUT019,315.8199
FDQ12,OUT018,3247.7825
FDH47,OUT017,1746.4619
FDH34,OUT018,2879.2036
FDF29,OUT046,2112.3508
FDG40,OUT018,436.41077
NCE18,OUT017,4402.16
FDP21,OUT010,451.55798
FDY50,OUT013,1305.4025
FDB36,OUT049,2116.5466
NCZ29,OUT049,2144.8003
FDU20,OUT018,1664.7891
FDO56,OUT013,1876.7297
FDW31,OUT049,3166.403
DRH59,OUT013,1078.6958
NCB30,OUT017,3343.323
FDK43,OUT027,3085.8625
FDW43,OUT045,3852.8672
NCL19,OUT017,2244.7065
FDJ27,OUT046,1680.4673
FDC45,OUT046,2740.186
FDY40,OUT035,804.0682
NCM41,OUT035,1532.2892
NCK18,OUT019,453.5499
FDP37,OUT049,2153.7063
FDA27,OUT027,5702.9897
NCX30,OUT035,3955.422
FDR09,OUT017,4220.4297
FDG08,OUT027,4555.782
NCU30,OUT013,2539.108
FDB16,OUT017,1382.195
FDM16,OUT017,1147.862
FDC48,OUT013,1301.1937
NCF18,OUT046,3053.265
FDU46,OUT018,1246.4697
FDH41,OUT018,3015.3003
NCN42,OUT010,366.44235
FDU49,OUT046,1290.7057
FDB20,OUT027,2268.0464
FDG50,OUT019,395.89462
FDW20,OUT045,2068.005
NCO55,OUT049,1703.6996
FDX48,OUT046,2364.4463
FDU48,OUT046,2032.4009
FDR48,OUT019,313.9898
FDK27,OUT013,2112.5696
FDT35,OUT013,2574.5715
FDN12,OUT049,1792.2794
NCE31,OUT019,56.584805
FDL21,OUT017,801.7964
FDV56,OUT017,1809.4657
FDR16,OUT017,3222.6187
NCP41,OUT049,1693.673
FDJ27,OUT013,1839.4764
FDA07,OUT017,2154.598
FDK55,OUT049,1349.3373
FDM33,OUT049,3752.5586
FDY46,OUT046,3048.5034
FDD36,OUT046,1870.0563
FDB12,OUT027,2685.348
FDF28,OUT019,332.26605
NCE07,OUT019,360.60904
FDW50,OUT027,4227.86
NCW18,OUT017,3726.789
NCJ17,OUT019,410.32715
DRZ24,OUT010,362.71738
FDS07,OUT035,2024.6825
NCW05,OUT010,218.90979
FDZ22,OUT018,1187.972
FDK02,OUT046,1888.0394
FDZ45,OUT027,5043.31
FDL25,OUT046,1405.8778
FDS08,OUT045,2624.3708
NCZ42,OUT027,6151.3057
FDX57,OUT035,1584.5619
FDF21,OUT046,3156.4897
FDJ56,OUT018,1373.1636
FDX10,OUT013,666.6379
DRG48,OUT035,2527.2168
DRN37,OUT046,2742.583
NCY41,OUT018,428.7553
FDN28,OUT045,1598.9995
FDE34,OUT045,2955.8877
FDR10,OUT045,2603.5774
FDC32,OUT017,1499.852
DRG13,OUT046,2601.5066
FDP59,OUT049,1452.7712
NCT53,OUT010,310.46277
FDL57,OUT027,6398.6465
FDN32,OUT010,526.0139
FDK09,OUT018,3620.372
FDA52,OUT010,439.00098
FDC57,OUT049,3126.722
FDI09,OUT035,3877.9585
NCB07,OUT046,3063.8562
FDP26,OUT035,1688.5474
FDP40,OUT027,2786.5776
FDL15,OUT013,2459.6477
FDV07,OUT046,1811.9257
FDS03,OUT017,1073.5557
FDE50,OUT049,3089.9448
FDQ15,OUT017,1331.5968
FDQ33,OUT010,377.44656
FDT22,OUT013,958.79767
DRO35,OUT035,1929.8265
